"words","out","Freq"
"welcome","to",17
"weve","got",17
"what","she",17
"will","do",17
"with","one",17
"with","them",17
"woke","up",17
"you","ever",17
"a","certain",16
"a","fun",16
"a","high",16
"a","photo",16
"a","state",16
"about","his",16
"about","you",16
"add","to",16
"agree","with",16
"and","give",16
"are","some",16
"as","far",16
"at","first",16
"at","it",16
"be","no",16
"became","a",16
"being","the",16
"best","of",16
"best","to",16
"block","of",16
"board","of",16
"but","was",16
"came","out",16
"came","up",16
"charge","of",16
"clear","that",16
"could","get",16
"create","a",16
"days","and",16
"days","of",16
"despite","the",16
"did","it",16
"director","of",16
"does","it",16
"doing","the",16
"each","of",16
"exactly","what",16
"feel","the",16
"few","of",16
"find","the",16
"first","day",16
"first","of",16
"first","round",16
"for","following",16
"get","up",16
"go","into",16
"go","out",16
"has","made",16
"has","not",16
"he","and",16
"he","does",16
"her","husband",16
"here","to",16
"him","in",16
"his","life",16
"hope","to",16
"how","long",16
"husband","and",16
"i","use",16
"in","each",16
"in","prison",16
"in","recent",16
"in","two",16
"in","what",16
"into","his",16
"is","at",16
"is","how",16
"is","pretty",16
"is","your",16
"issue","of",16
"it","got",16
"just","about",16
"just","one",16
"know","about",16
"left","the",16
"looked","like",16
"love","for",16
"making","the",16
"matter","what",16
"me","as",16
"me","is",16
"me","up",16
"meant","to",16
"money","and",16
"more","in",16
"more","people",16
"moved","to",16
"much","i",16
"necessary","to",16
"nice","to",16
"not","so",16
"now","the",16
"now","we",16
"off","and",16
"on","one",16
"on","you",16
"one","and",16
"one","in",16
"one","on",16
"one","to",16
"one","who",16
"only","the",16
"only","thing",16
"onto","the",16
"or","in",16
"our","children",16
"out","i",16
"out","my",16
"problem","is",16
"responsible","for",16
"say","they",16
"seems","like",16
"series","of",16
"she","will",16
"some","people",16
"some","things",16
"state","and",16
"super","bowl",16
"sure","i",16
"than","i",16
"than","that",16
"that","to",16
"thats","why",16
"the","american",16
"the","box",16
"the","business",16
"the","children",16
"the","general",16
"the","government",16
"the","heart",16
"the","issue",16
"the","job",16
"the","lead",16
"the","power",16
"the","question",16
"the","war",16
"the","western",16
"them","for",16
"they","also",16
"thing","is",16
"think","they",16
"this","post",16
"time","it",16
"time","when",16
"time","with",16
"to","choose",16
"to","end",16
"to","fill",16
"to","happen",16
"to","improve",16
"to","mention",16
"to","protect",16
"to","raise",16
"to","some",16
"us","a",16
"using","the",16
"very","much",16
"week","of",16
"well","be",16
"what","happened",16
"will","never",16
"with","two",16
"year","the",16
"you","feel",16
"you","go",16
"you","i",16
"you","that",16
"you","too",16
"your","favorite",16
"a","guy",15
"a","matter",15
"a","perfect",15
"a","sign",15
"a","tough",15
"a","trip",15
"above","the",15
"addition","to",15
"an","interesting",15
"and","made",15
"and","maybe",15
"and","out",15
"and","your",15
"anything","else",15
"around","and",15
"back","into",15
"be","done",15
"been","to",15
"bottom","of",15
"business","and",15
"but","his",15
"but","now",15
"by","his",15
"call","for",15
"can","also",15
"chance","of",15
"children","and",15
"depending","on",15
"didnt","know",15
"do","anything",15
"do","something",15
"do","to",15
"do","what",15
"effort","to",15
"familiar","with",15
"find","it",15
"first","place",15
"for","any",15
"for","making",15
"found","in",15
"found","the",15
"four","years",15
"from","one",15
"get","your",15
"good","morning",15
"had","not",15
"has","become",15
"hasnt","been",15
"have","done",15
"have","seen",15
"having","to",15
"here","i",15
"here","we",15
"him","a",15
"history","of",15
"house","in",15
"how","can",15
"i","began",15
"i","may",15
"i","realized",15
"i","write",15
"if","she",15
"in","another",15
"in","china",15
"in","these",15
"inside","the",15
"is","like",15
"it","at",15
"it","didn",15
"it","doesn",15
"it","he",15
"it","like",15
"its","going",15
"its","so",15
"looking","to",15
"love","that",15
"many","years",15
"matter","of",15
"me","but",15
"me","so",15
"might","not",15
"my","eyes",15
"new","year",15
"night","at",15
"not","been",15
"not","yet",15
"of","work",15
"on","facebook",15
"on","them",15
"one","more",15
"or","if",15
"other","day",15
"our","house",15
"our","lives",15
"people","with",15
"pictures","of",15
"pretty","sure",15
"quality","of",15
"really","good",15
"recent","years",15
"refused","to",15
"said","and",15
"said","its",15
"said","this",15
"saturday","night",15
"say","it",15
"says","the",15
"season","and",15
"second","half",15
"see","that",15
"so","good",15
"so","she",15
"some","more",15
"story","of",15
"that","may",15
"that","people",15
"that","what",15
"the","blog",15
"the","body",15
"the","deal",15
"the","decision",15
"the","earth",15
"the","fourth",15
"the","heat",15
"the","living",15
"the","long",15
"the","north",15
"the","original",15
"the","oven",15
"the","pain",15
"the","republican",15
"the","subject",15
"the","video",15
"the","west",15
"the","words",15
"them","as",15
"them","i",15
"then","there",15
"there","i",15
"they","could",15
"they","did",15
"they","get",15
"they","say",15
"think","he",15
"this","to",15
"this","would",15
"time","is",15
"to","ask",15
"to","break",15
"to","death",15
"to","finish",15
"to","hold",15
"to","open",15
"to","people",15
"to","report",15
"to","school",15
"to","sign",15
"to","teach",15
"too","and",15
"turned","into",15
"turned","out",15
"us","know",15
"variety","of",15
"wanting","to",15
"was","found",15
"was","i",15
"was","more",15
"water","and",15
"we","get",15
"which","will",15
"who","i",15
"who","wants",15
"why","is",15
"will","also",15
"will","help",15
"with","its",15
"year","to",15
"you","with",15
"a","home",14
"a","kid",14
"a","line",14
"a","lovely",14
"a","minute",14
"a","problem",14
"a","simple",14
"a","world",14
"ago","and",14
"all","you",14
"also","the",14
"am","pm",14
"am","to",14
"an","example",14
"and","do",14
"and","down",14
"and","making",14
"and","still",14
"are","looking",14
"are","now",14
"are","only",14
"as","good",14
"at","his",14
"at","night",14
"at","some",14
"at","your",14
"attorney","general",14
"barack","obama",14
"be","found",14
"be","held",14
"be","so",14
"be","there",14
"became","the",14
"because","there",14
"been","on",14
"before","you",14
"being","in",14
"but","still",14
"but","then",14
"came","in",14
"can","we",14
"continues","to",14
"difficult","to",14
"even","a",14
"excited","about",14
"far","as",14
"far","more",14
"few","months",14
"first","half",14
"for","about",14
"for","each",14
"for","two",14
"friday","night",14
"from","me",14
"from","our",14
"from","this",14
"fun","and",14
"get","an",14
"getting","ready",14
"give","up",14
"good","luck",14
"good","news",14
"half","the",14
"has","already",14
"hasn","t",14
"he","made",14
"help","the",14
"here","at",14
"his","career",14
"house","of",14
"i","finally",14
"i","learned",14
"i","wouldnt",14
"in","about",14
"in","any",14
"in","but",14
"in","february",14
"in","here",14
"in","june",14
"in","line",14
"in","november",14
"in","st",14
"in","terms",14
"in","there",14
"in","time",14
"increase","in",14
"is","always",14
"is","for",14
"is","nothing",14
"it","gets",14
"it","or",14
"it","you",14
"its","all",14
"just","have",14
"just","that",14
"know","who",14
"learn","to",14
"living","room",14
"majority","of",14
"make","up",14
"man","in",14
"me","feel",14
"million","to",14
"more","time",14
"mothers","day",14
"my","best",14
"my","house",14
"my","kids",14
"my","mother",14
"my","way",14
"name","of",14
"near","the",14
"needs","a",14
"no","i",14
"not","an",14
"not","as",14
"not","that",14
"of","each",14
"of","public",14
"of","some",14
"of","water",14
"oh","my",14
"on","both",14
"on","in",14
"on","may",14
"on","twitter",14
"once","the",14
"one","or",14
"or","at",14
"person","who",14
"point","where",14
"police","said",14
"put","on",14
"read","it",14
"read","this",14
"reason","for",14
"remember","the",14
"respect","for",14
"response","to",14
"rt","i",14
"said","there",14
"same","thing",14
"saying","that",14
"share","the",14
"show","the",14
"so","excited",14
"so","if",14
"something","to",14
"support","the",14
"t","even",14
"than","million",14
"that","day",14
"that","means",14
"that","way",14
"the","author",14
"the","bank",14
"the","building",14
"the","cost",14
"the","difference",14
"the","follow",14
"the","key",14
"the","kitchen",14
"the","left",14
"the","legislature",14
"the","meeting",14
"the","news",14
"the","remaining",14
"the","sentiment",14
"the","situation",14
"the","system",14
"the","teams",14
"their","children",14
"them","the",14
"they","make",14
"think","we",14
"thinking","of",14
"this","i",14
"this","in",14
"thought","it",14
"to","act",14
"to","enjoy",14
"to","enter",14
"to","pm",14
"to","register",14
"to","support",14
"toward","the",14
"us","in",14
"used","by",14
"was","taken",14
"was","when",14
"watch","the",14
"way","i",14
"way","the",14
"we","also",14
"we","may",14
"we","must",14
"week","and",14
"went","on",14
"were","doing",14
"where","is",14
"which","are",14
"white","house",14
"who","knows",14
"who","will",14
"why","do",14
"will","see",14
"wine","and",14
"woman","who",14
"wonder","if",14
"world","is",14
"written","by",14
"yet","to",14
"you","got",14
"you","make",14
"you","on",14
"a","clear",13
"a","happy",13
"a","higher",13
"a","hot",13
"a","life",13
"a","living",13
"a","message",13
"a","moment",13
"a","positive",13
"a","public",13
"a","reason",13
"a","result",13
"a","row",13
"a","team",13
"a","total",13
"a","true",13
"about","your",13
"and","after",13
"and","again",13
"and","from",13
"and","put",13
"and","thats",13
"and","who",13
"any","time",13
"are","at",13
"at","any",13
"attention","to",13
"be","that",13
"be","used",13
"because","she",13
"before","he",13
"best","friend",13
"between","and",13
"bologna","italy",13
"call","the",13
"can","make",13
"cannot","be",13
"caused","by",13
"come","from",13
"coming","out",13
"comment","on",13
"could","see",13
"creating","a",13
"cup","of",13
"death","of",13
"decided","that",13
"do","have",13
"does","the",13
"doing","a",13
"dont","forget",13
"dont","like",13
"down","a",13
"earlier","this",13
"everything","i",13
"first","and",13
"first","two",13
"for","something",13
"from","all",13
"from","what",13
"gave","me",13
"give","the",13
"go","and",13
"god","is",13
"goes","to",13
"great","time",13
"grew","up",13
"happy","hour",13
"have","one",13
"have","their",13
"he","just",13
"health","and",13
"her","a",13
"him","but",13
"his","father",13
"hit","a",13
"hit","me",13
"hours","and",13
"house","and",13
"i","heard",13
"i","looked",13
"i","wrote",13
"im","sure",13
"in","i",13
"in","march",13
"in","no",13
"in","part",13
"in","particular",13
"is","amazing",13
"is","great",13
"it","again",13
"it","felt",13
"it","if",13
"it","right",13
"just","before",13
"just","how",13
"just","in",13
"just","want",13
"keep","it",13
"knew","i",13
"lead","to",13
"let","go",13
"lets","go",13
"life","i",13
"life","of",13
"like","an",13
"line","of",13
"little","more",13
"loss","of",13
"lost","in",13
"love","is",13
"makes","the",13
"man","and",13
"me","it",13
"me","too",13
"means","that",13
"met","with",13
"much","better",13
"my","body",13
"my","parents",13
"my","sister",13
"night","in",13
"not","get",13
"not","my",13
"off","a",13
"on","all",13
"one","person",13
"only","in",13
"opposed","to",13
"or","is",13
"or","something",13
"or","what",13
"other","words",13
"out","that",13
"out","what",13
"pair","of",13
"people","i",13
"power","to",13
"pretty","good",13
"provide","a",13
"question","is",13
"range","of",13
"received","a",13
"regardless","of",13
"relationship","with",13
"remember","that",13
"sent","me",13
"she","can",13
"so","here",13
"so","in",13
"social","media",13
"some","other",13
"start","the",13
"sure","that",13
"taking","a",13
"talking","to",13
"than","any",13
"that","at",13
"that","our",13
"the","better",13
"the","campaign",13
"the","department",13
"the","east",13
"the","experience",13
"the","girl",13
"the","hotel",13
"the","lack",13
"the","letter",13
"the","line",13
"the","list",13
"the","los",13
"the","outside",13
"the","park",13
"the","party",13
"the","playoffs",13
"the","price",13
"the","project",13
"the","quality",13
"the","radio",13
"the","recent",13
"the","red",13
"the","results",13
"the","role",13
"the","roof",13
"the","scene",13
"the","senate",13
"the","title",13
"the","victim",13
"the","wrong",13
"them","out",13
"then","a",13
"they","d",13
"they","got",13
"this","blog",13
"this","day",13
"this","summer",13
"three","times",13
"time","that",13
"time","you",13
"to","catch",13
"to","consider",13
"to","fall",13
"to","feel",13
"to","love",13
"to","remove",13
"to","save",13
"to","stand",13
"to","step",13
"to","thank",13
"to","wait",13
"to","walk",13
"told","him",13
"took","place",13
"turns","out",13
"until","i",13
"until","they",13
"up","from",13
"used","the",13
"was","about",13
"was","it",13
"was","only",13
"washington","dc",13
"we","go",13
"we","just",13
"well","and",13
"well","it",13
"were","so",13
"were","still",13
"what","did",13
"what","does",13
"what","happens",13
"what","if",13
"where","it",13
"which","they",13
"who","said",13
"who","would",13
"will","continue",13
"with","other",13
"would","give",13
"would","make",13
"years","i",13
"years","to",13
"you","must",13
"a","conversation",12
"a","fantastic",12
"a","house",12
"a","night",12
"a","percent",12
"a","post",12
"a","quick",12
"a","recent",12
"a","report",12
"a","series",12
"a","smile",12
"a","song",12
"about","her",12
"about","percent",12
"added","to",12
"after","being",12
"all","kinds",12
"all","these",12
"also","have",12
"always","a",12
"among","other",12
"an","amazing",12
"an","emergency",12
"and","could",12
"and","every",12
"and","getting",12
"and","got",12
"and","having",12
"and","love",12
"and","only",12
"and","over",12
"and","take",12
"and","three",12
"and","white",12
"anyone","else",12
"anyone","who",12
"are","doing",12
"are","really",12
"are","very",12
"asked","for",12
"at","their",12
"away","with",12
"be","happy",12
"be","here",12
"be","honest",12
"believe","it",12
"best","way",12
"billion","in",12
"both","sides",12
"bring","the",12
"but","after",12
"but","all",12
"but","no",12
"can","have",12
"can","not",12
"cant","get",12
"center","in",12
"change","in",12
"change","the",12
"children","are",12
"chose","to",12
"comes","from",12
"coming","up",12
"committed","to",12
"counts","of",12
"day","at",12
"day","the",12
"day","with",12
"dealing","with",12
"desire","to",12
"details","of",12
"didnt","have",12
"do","and",12
"done","with",12
"dont","be",12
"dont","feel",12
"during","his",12
"energy","and",12
"even","with",12
"every","single",12
"everyone","else",12
"excited","for",12
"failure","to",12
"following","me",12
